city,country,iso3,date,disease,indicator,outcome_value,outcome_unit,outcome_type,geo_level,source
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,229.9,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,154.9,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,129.8,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,227.5,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,215.7,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,132.3,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,67.7,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,151.5,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,117.5,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,148.8,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,232.8,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,121.5,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,280.5,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,131.3,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,129.5,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,141.2,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,108.0,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,135.0,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,57.7,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,53.8,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,33.5,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,37.7,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,48.8,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,34.9,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,68.2,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,41.7,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,83.9,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,25.7,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,47.7,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,53.4,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,70.7,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,70.0,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,50.0,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,68.8,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,27.2,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,82.2,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,51.0,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,32.4,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,15.1,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,134.6,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,36.6,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,59.2,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,49.6,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,37.8,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,48.5,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,56.9,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,58.3,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,54.5,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,45.6,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,22.7,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,27.9,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,38.1,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,22.5,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,37.4,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,48.7,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,29.2,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,63.8,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,53.3,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,55.1,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,40.4,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,72.9,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,25.8,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,72.7,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,53.9,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,65.5,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,73.8,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,50.8,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,87.6,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,83.6,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,57.3,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,35.4,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,46.6,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,19.5,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,51.7,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,70.2,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,85.7,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,72.8,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,36.0,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,44.7,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,46.0,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,49.7,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,61.5,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,54.9,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,26.2,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,26.4,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,58.0,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,39.3,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,28.5,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,36.8,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,30.1,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,30.7,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,65.7,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,50.5,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,69.1,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,39.7,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,59.1,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,58.1,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,74.7,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,34.5,rate,ED visit,county,CA Open Data - Asthma ED
Los Angeles,United States,USA,2015-01-01,asthma,asthma_ed_visit_rate,59.9,rate,ED visit,county,CA Open Data - Asthma ED
